date,draw_no,n1,n2,n3,n4,n5,n6,numbers
2024-08-04,93,10,14,33,37,42,46,10 14 33 37 42 46
2024-08-06,94,9,36,38,39,53,56,9 36 38 39 53 56
2024-08-08,95,15,19,26,32,47,55,15 19 26 32 47 55
2024-08-11,96,5,8,22,49,54,57,5 8 22 49 54 57
2024-08-13,97,10,30,36,51,56,58,10 30 36 51 56 58
2024-08-15,98,21,22,41,50,59,60,21 22 41 50 59 60
2024-08-18,99,1,10,20,24,46,54,1 10 20 24 46 54
2024-08-20,100,3,5,7,12,46,48,3 5 7 12 46 48
2024-08-22,101,11,14,30,31,40,52,11 14 30 31 40 52
2024-08-25,102,5,6,8,32,44,50,5 6 8 32 44 50
2024-08-27,103,3,28,34,45,46,58,3 28 34 45 46 58
2024-08-29,104,8,15,30,37,45,51,8 15 30 37 45 51
2024-09-01,105,8,17,25,35,51,53,8 17 25 35 51 53
2024-09-03,106,2,3,29,45,46,53,2 3 29 45 46 53
2024-09-05,107,1,6,21,29,33,42,1 6 21 29 33 42
2024-09-08,108,11,22,33,34,47,56,11 22 33 34 47 56
2024-09-10,109,6,11,31,32,44,58,6 11 31 32 44 58
2024-09-12,110,1,11,19,29,45,52,1 11 19 29 45 52
2024-09-15,111,4,15,17,26,36,53,4 15 17 26 36 53
2024-09-17,112,4,5,16,28,37,60,4 5 16 28 37 60
2024-09-19,113,1,7,37,40,42,59,1 7 37 40 42 59
2024-09-22,114,7,9,18,39,40,50,7 9 18 39 40 50
2024-09-24,115,5,32,40,44,49,60,5 32 40 44 49 60
2024-09-26,116,21,22,30,37,38,60,21 22 30 37 38 60
2024-09-29,117,7,34,41,43,48,49,7 34 41 43 48 49
2024-10-01,118,6,21,29,39,44,57,6 21 29 39 44 57
2024-10-03,119,4,9,26,29,45,49,4 9 26 29 45 49
2024-10-06,120,7,12,22,28,31,39,7 12 22 28 31 39
2024-10-08,121,6,18,19,40,45,56,6 18 19 40 45 56
2024-10-10,122,1,8,30,41,44,46,1 8 30 41 44 46
2024-10-13,123,9,35,36,41,45,50,9 35 36 41 45 50
2024-10-15,124,3,4,14,24,25,47,3 4 14 24 25 47
2024-10-17,125,2,3,8,26,42,46,2 3 8 26 42 46
2024-10-20,126,3,9,10,15,35,38,3 9 10 15 35 38
2024-10-22,127,12,15,18,36,38,56,12 15 18 36 38 56
2024-10-24,128,1,3,15,27,47,52,1 3 15 27 47 52
2024-10-27,129,16,36,37,45,59,60,16 36 37 45 59 60
2024-10-29,130,3,6,7,22,34,57,3 6 7 22 34 57
2024-10-31,131,2,34,35,38,50,55,2 34 35 38 50 55
2024-11-03,132,4,16,31,33,35,45,4 16 31 33 35 45
2024-11-05,133,12,28,39,47,55,56,12 28 39 47 55 56
2024-11-07,134,21,25,26,36,46,54,21 25 26 36 46 54
2024-11-10,135,1,8,10,11,43,57,1 8 10 11 43 57
2024-11-12,136,13,18,22,24,34,60,13 18 22 24 34 60
2024-11-14,137,3,16,17,48,49,57,3 16 17 48 49 57
2024-11-17,138,14,21,36,38,43,50,14 21 36 38 43 50
2024-11-19,139,14,27,30,43,47,58,14 27 30 43 47 58
2024-11-21,140,2,3,6,32,49,53,2 3 6 32 49 53
2024-11-24,141,2,6,11,12,38,45,2 6 11 12 38 45
2024-11-26,142,2,5,6,50,56,59,2 5 6 50 56 59
2024-11-28,143,5,6,26,38,49,53,5 6 26 38 49 53
2024-12-01,144,1,15,23,30,34,39,1 15 23 30 34 39
2024-12-03,145,2,16,25,36,40,51,2 16 25 36 40 51
2024-12-05,146,3,4,13,15,20,35,3 4 13 15 20 35
2024-12-08,147,10,14,22,24,29,60,10 14 22 24 29 60
2024-12-10,148,12,13,20,30,47,54,12 13 20 30 47 54
2024-12-12,149,18,20,21,46,56,58,18 20 21 46 56 58
2024-12-15,150,7,43,44,47,55,60,7 43 44 47 55 60
2024-12-17,151,17,28,29,40,41,55,17 28 29 40 41 55
2024-12-19,152,20,21,26,32,53,58,20 21 26 32 53 58
2024-12-22,153,10,14,33,44,51,54,10 14 33 44 51 54
2024-12-24,154,19,35,48,55,58,59,19 35 48 55 58 59
2024-12-26,155,3,5,15,19,25,41,3 5 15 19 25 41
2024-12-29,156,1,3,4,26,51,58,1 3 4 26 51 58
2024-12-31,157,14,22,33,49,52,57,14 22 33 49 52 57
2025-01-02,1,8,36,38,42,53,56,8 36 38 42 53 56
2025-01-05,2,11,15,20,29,35,56,11 15 20 29 35 56
2025-01-07,3,2,21,26,43,44,55,2 21 26 43 44 55
2025-01-09,4,4,7,11,13,25,48,4 7 11 13 25 48
2025-01-12,5,2,4,19,21,39,53,2 4 19 21 39 53
2025-01-14,6,3,4,11,42,45,56,3 4 11 42 45 56
2025-01-16,7,33,38,46,50,55,58,33 38 46 50 55 58
2025-01-19,8,1,15,18,19,41,52,1 15 18 19 41 52
2025-01-21,9,13,30,39,42,44,46,13 30 39 42 44 46
2025-01-23,10,1,4,8,10,42,55,1 4 8 10 42 55
2025-01-26,11,2,3,4,15,38,51,2 3 4 15 38 51
2025-01-28,12,2,3,4,9,18,19,2 3 4 9 18 19
2025-01-30,13,5,21,23,41,42,58,5 21 23 41 42 58
2025-02-02,14,19,20,24,25,33,53,19 20 24 25 33 53
2025-02-04,15,4,8,10,20,44,57,4 8 10 20 44 57
2025-02-06,16,5,11,32,34,43,53,5 11 32 34 43 53
2025-02-09,17,3,5,17,26,30,49,3 5 17 26 30 49
2025-02-11,18,8,24,33,45,47,51,8 24 33 45 47 51
2025-02-13,19,15,23,42,46,47,48,15 23 42 46 47 48
2025-02-16,20,10,13,18,19,28,30,10 13 18 19 28 30
2025-02-18,21,2,25,37,44,48,54,2 25 37 44 48 54
2025-02-20,22,2,3,7,23,36,43,2 3 7 23 36 43
2025-02-23,23,3,9,15,37,54,58,3 9 15 37 54 58
2025-02-25,24,3,4,36,40,46,58,3 4 36 40 46 58
2025-02-27,25,2,13,43,48,50,53,2 13 43 48 50 53
2025-03-02,26,6,17,31,43,48,55,6 17 31 43 48 55
2025-03-04,27,2,14,36,37,52,59,2 14 36 37 52 59
2025-03-06,28,14,23,24,26,45,47,14 23 24 26 45 47
2025-03-09,29,6,13,24,26,29,38,6 13 24 26 29 38
2025-03-11,30,4,6,8,27,35,43,4 6 8 27 35 43
2025-03-13,31,1,2,3,19,33,39,1 2 3 19 33 39
2025-03-16,32,2,19,44,47,58,59,2 19 44 47 58 59
2025-03-18,33,11,35,43,46,57,60,11 35 43 46 57 60
2025-03-20,34,1,20,28,42,47,49,1 20 28 42 47 49
2025-03-23,35,12,14,18,36,44,50,12 14 18 36 44 50
2025-03-25,36,3,17,20,29,46,50,3 17 20 29 46 50
2025-03-27,37,15,20,22,41,48,51,15 20 22 41 48 51
2025-03-30,38,5,25,31,43,48,56,5 25 31 43 48 56
2025-04-01,39,2,22,26,31,35,50,2 22 26 31 35 50
2025-04-03,40,5,21,24,26,33,57,5 21 24 26 33 57
2025-04-06,41,15,18,28,53,55,60,15 18 28 53 55 60
2025-04-08,42,7,13,15,21,22,24,7 13 15 21 22 24
2025-04-10,43,2,3,19,30,40,55,2 3 19 30 40 55
2025-04-13,44,5,25,26,29,39,47,5 25 26 29 39 47
2025-04-15,45,9,15,37,43,44,57,9 15 37 43 44 57
2025-04-17,46,4,6,7,18,21,38,4 6 7 18 21 38
2025-04-20,47,10,12,32,36,44,58,10 12 32 36 44 58
2025-04-22,48,19,27,34,40,48,54,19 27 34 40 48 54
2025-04-24,49,9,21,33,37,39,56,9 21 33 37 39 56
2025-04-27,50,2,23,29,45,50,59,2 23 29 45 50 59
2025-04-29,51,28,32,35,47,54,58,28 32 35 47 54 58
2025-05-01,52,1,26,34,35,39,45,1 26 34 35 39 45
2025-05-04,53,1,4,18,26,35,44,1 4 18 26 35 44
2025-05-06,54,2,16,25,30,31,47,2 16 25 30 31 47
2025-05-08,55,7,32,45,50,56,58,7 32 45 50 56 58
2025-05-11,56,5,19,33,37,43,47,5 19 33 37 43 47
2025-05-13,57,1,10,15,21,35,55,1 10 15 21 35 55
2025-05-15,58,22,28,33,37,39,52,22 28 33 37 39 52
2025-05-18,59,1,13,25,44,46,60,1 13 25 44 46 60
2025-05-20,60,4,15,28,50,53,59,4 15 28 50 53 59
2025-05-22,61,12,27,31,34,40,55,12 27 31 34 40 55
2025-05-25,62,6,8,12,17,22,58,6 8 12 17 22 58
2025-05-27,63,5,18,19,53,57,58,5 18 19 53 57 58
2025-05-29,64,12,16,24,32,40,55,12 16 24 32 40 55
2025-06-01,65,6,12,20,22,30,47,6 12 20 22 30 47
2025-06-03,66,4,12,23,48,50,51,4 12 23 48 50 51
2025-06-05,67,22,32,37,38,49,50,22 32 37 38 49 50
2025-06-08,68,2,14,34,41,51,57,2 14 34 41 51 57
2025-06-10,69,6,8,23,27,46,60,6 8 23 27 46 60
2025-06-12,70,16,19,25,37,43,57,16 19 25 37 43 57
2025-06-15,71,7,22,31,39,48,56,7 22 31 39 48 56
2025-06-17,72,11,12,21,52,53,54,11 12 21 52 53 54
2025-06-19,73,9,25,29,31,35,46,9 25 29 31 35 46
2025-06-22,74,5,19,20,35,51,52,5 19 20 35 51 52
2025-06-24,75,10,18,27,28,29,30,10 18 27 28 29 30
2025-06-26,76,8,12,27,36,43,53,8 12 27 36 43 53
2025-06-29,77,12,13,17,20,33,45,12 13 17 20 33 45
2025-07-01,78,14,23,39,40,45,49,14 23 39 40 45 49
2025-07-03,79,1,13,22,38,56,57,1 13 22 38 56 57
2025-07-06,80,4,14,23,27,35,57,4 14 23 27 35 57
2025-07-08,81,11,16,17,19,34,36,11 16 17 19 34 36
2025-07-10,82,11,25,26,43,44,57,11 25 26 43 44 57
2025-07-13,83,4,6,7,12,14,32,4 6 7 12 14 32
2025-07-15,84,4,12,26,28,37,43,4 12 26 28 37 43
2025-07-17,85,5,6,9,24,32,54,5 6 9 24 32 54
2025-07-20,86,1,8,14,19,36,60,1 8 14 19 36 60
2025-07-22,87,5,10,11,18,24,46,5 10 11 18 24 46
2025-07-24,88,10,13,15,27,29,46,10 13 15 27 29 46
2025-07-27,89,20,26,28,43,47,56,20 26 28 43 47 56
2025-07-29,90,3,14,19,27,34,57,3 14 19 27 34 57
2025-07-31,91,7,27,41,47,51,60,7 27 41 47 51 60
2025-08-03,92,2,11,13,17,19,60,2 11 13 17 19 60
2025-08-05,93,15,25,34,40,46,47,15 25 34 40 46 47
2025-08-07,94,7,31,35,39,40,44,7 31 35 39 40 44
2025-08-10,95,2,30,36,39,40,49,2 30 36 39 40 49
2025-08-12,96,8,17,18,39,52,59,8 17 18 39 52 59
2025-08-14,97,4,7,30,39,44,58,4 7 30 39 44 58
2025-08-17,98,7,10,23,41,52,57,7 10 23 41 52 57
2025-08-19,99,25,29,31,34,37,52,25 29 31 34 37 52
2025-08-21,100,9,10,11,15,50,52,9 10 11 15 50 52
2025-08-24,101,12,19,27,40,49,57,12 19 27 40 49 57
2025-08-26,102,6,23,26,43,59,60,6 23 26 43 59 60
2025-08-28,103,3,8,17,53,55,56,3 8 17 53 55 56
2025-08-31,104,2,27,32,42,46,57,2 27 32 42 46 57
2025-09-02,105,25,27,30,31,44,45,25 27 30 31 44 45
2025-09-04,106,15,23,24,25,47,57,15 23 24 25 47 57
2025-09-07,107,11,22,34,43,53,59,11 22 34 43 53 59
2025-09-09,108,28,48,57,58,59,60,28 48 57 58 59 60
2025-09-11,109,5,6,8,20,23,43,5 6 8 20 23 43
2025-09-14,110,5,38,40,50,56,60,5 38 40 50 56 60
2025-09-16,111,23,24,31,35,43,59,23 24 31 35 43 59
2025-09-18,112,2,5,42,55,56,58,2 5 42 55 56 58
2025-09-21,113,4,5,23,42,48,51,4 5 23 42 48 51
2025-09-23,114,1,9,19,34,39,50,1 9 19 34 39 50
2025-09-25,115,1,7,10,26,33,35,1 7 10 26 33 35
2025-09-28,116,10,14,31,35,55,57,10 14 31 35 55 57
2025-09-30,117,15,19,23,25,38,53,15 19 23 25 38 53
2025-10-02,118,2,14,21,25,42,60,2 14 21 25 42 60
2025-10-05,119,1,3,9,25,37,44,1 3 9 25 37 44
2025-10-07,120,1,8,16,20,22,41,1 8 16 20 22 41
2025-10-09,121,4,8,15,30,43,47,4 8 15 30 43 47
2025-10-12,122,2,33,41,54,58,60,2 33 41 54 58 60
2025-10-14,123,3,23,28,39,44,57,3 23 28 39 44 57
2025-10-16,124,1,20,22,39,52,57,1 20 22 39 52 57
2025-10-19,125,13,20,32,35,37,41,13 20 32 35 37 41
2025-10-21,126,2,3,11,25,51,52,2 3 11 25 51 52
2025-10-23,127,14,23,36,45,47,48,14 23 36 45 47 48
2025-10-26,128,18,22,26,44,53,55,18 22 26 44 53 55
2025-10-28,129,10,22,39,41,48,49,10 22 39 41 48 49
2025-10-30,130,1,6,35,54,56,59,1 6 35 54 56 59
2025-11-02,131,15,17,20,39,44,47,15 17 20 39 44 47
2025-11-04,132,10,11,26,46,54,60,10 11 26 46 54 60
2025-11-06,133,2,16,20,31,39,55,2 16 20 31 39 55
2025-11-09,134,18,26,34,48,49,56,18 26 34 48 49 56
2025-11-11,135,7,12,14,15,17,40,7 12 14 15 17 40
2025-11-13,136,9,13,18,25,29,58,9 13 18 25 29 58
2025-11-16,137,6,9,16,20,26,46,6 9 16 20 26 46
2025-11-18,138,1,9,16,30,45,54,1 9 16 30 45 54
2025-11-20,139,2,27,34,37,48,60,2 27 34 37 48 60
2025-11-25,140,12,19,41,51,54,59,12 19 41 51 54 59
2025-11-25,141,2,15,28,39,48,50,2 15 28 39 48 50
2025-11-27,142,5,7,8,28,47,58,5 7 8 28 47 58
2025-11-30,143,9,12,22,34,43,56,9 12 22 34 43 56
2025-12-01,146,19,33,37,39,56,57,19 33 37 39 56 57
2025-12-02,144,2,9,16,19,29,52,2 9 16 19 29 52
2025-12-04,145,9,11,18,35,49,50,9 11 18 35 49 50
2025-12-09,147,17,28,32,36,38,51,17 28 32 36 38 51
2025-12-11,148,1,8,29,39,41,50,1 8 29 39 41 50
2025-12-14,149,2,9,27,30,36,55,2 9 27 30 36 55
2025-12-16,150,5,9,32,35,55,56,5 9 32 35 55 56
2025-12-18,151,4,7,31,35,40,52,4 7 31 35 40 52
2025-12-21,152,9,11,12,21,32,34,9 11 12 21 32 34
2025-12-23,153,13,20,33,35,40,48,13 20 33 35 40 48
2025-12-25,154,2,7,19,21,23,59,2 7 19 21 23 59
2025-12-28,155,6,31,35,41,44,46,6 31 35 41 44 46
2025-12-30,156,6,34,35,36,56,57,6 34 35 36 56 57
2026-01-01,1,34,36,39,45,53,55,34 36 39 45 53 55
2026-01-03,27,17,18,21,27,37,51,17 18 21 27 37 51
2026-01-04,2,20,21,23,26,32,37,20 21 23 26 32 37
2026-01-06,3,6,9,25,29,45,57,6 9 25 29 45 57
2026-01-08,4,3,7,12,22,23,55,3 7 12 22 23 55
2026-01-11,5,3,8,10,12,32,42,3 8 10 12 32 42
2026-01-13,6,7,19,23,32,48,55,7 19 23 32 48 55
2026-01-15,7,1,22,27,41,44,46,1 22 27 41 44 46
2026-01-18,8,9,24,25,33,44,52,9 24 25 33 44 52
2026-01-20,9,6,26,32,43,48,54,6 26 32 43 48 54
2026-01-22,10,1,2,36,42,49,55,1 2 36 42 49 55
2026-01-25,11,12,20,23,38,49,50,12 20 23 38 49 50
2026-01-27,12,1,7,16,34,38,42,1 7 16 34 38 42
2026-01-29,13,1,4,7,8,11,41,1 4 7 8 11 41
2026-02-01,14,7,17,21,25,32,52,7 17 21 25 32 52
2026-02-03,15,21,33,43,47,55,59,21 33 43 47 55 59
2026-02-05,16,14,24,34,42,51,60,14 24 34 42 51 60
2026-02-08,17,8,18,21,29,36,38,8 18 21 29 36 38
2026-02-10,18,9,29,36,46,47,52,9 29 36 46 47 52
2026-02-12,19,3,5,10,22,23,52,3 5 10 22 23 52
2026-02-15,20,9,16,31,34,40,58,9 16 31 34 40 58
2026-02-17,21,2,14,31,38,47,54,2 14 31 38 47 54
2026-02-19,22,6,8,43,49,58,60,6 8 43 49 58 60
2026-02-22,23,14,16,30,42,46,55,14 16 30 42 46 55
2026-02-24,24,6,19,31,39,47,51,6 19 31 39 47 51
2026-02-26,25,3,19,26,37,44,57,3 19 26 37 44 57
2026-03-01,26,3,14,27,32,43,44,3 14 27 32 43 44
2026-03-05,28,3,11,16,25,37,41,3 11 16 25 37 41
2026-03-08,29,11,41,43,44,51,57,11 41 43 44 51 57
2026-03-10,30,7,9,14,36,52,55,7 9 14 36 52 55
2026-03-12,31,3,22,38,41,44,50,3 22 38 41 44 50
2026-03-15,32,5,12,21,28,35,42,5 12 21 28 35 42
2026-03-17,33,1,6,7,19,31,44,1 6 7 19 31 44
2026-03-19,34,18,21,34,43,47,50,18 21 34 43 47 50
2026-03-22,35,8,9,20,30,33,55,8 9 20 30 33 55
2026-03-24,36,7,9,20,22,28,39,7 9 20 22 28 39
2026-03-26,37,7,14,17,25,42,49,7 14 17 25 42 49
2026-03-29,38,1,17,28,30,32,42,1 17 28 30 32 42
2026-03-31,39,2,16,35,51,52,56,2 16 35 51 52 56
2026-04-02,40,6,11,22,36,37,53,6 11 22 36 37 53
2026-04-05,41,1,3,14,19,48,56,1 3 14 19 48 56
2026-04-07,42,10,29,36,42,46,52,10 29 36 42 46 52
2026-04-09,43,6,18,33,40,50,58,6 18 33 40 50 58
2026-04-12,44,11,19,23,27,28,39,11 19 23 27 28 39
2026-04-14,45,13,19,21,30,42,43,13 19 21 30 42 43
2026-04-16,46,15,20,29,51,56,57,15 20 29 51 56 57
2026-04-19,47,1,11,26,49,55,59,1 11 26 49 55 59
2026-04-21,48,8,31,35,36,49,55,8 31 35 36 49 55
2026-04-23,49,9,26,30,39,41,45,9 26 30 39 41 45
2026-04-26,50,6,36,38,44,49,53,6 36 38 44 49 53
2026-04-28,51,2,14,22,34,48,59,2 14 22 34 48 59
2026-04-30,52,25,35,39,41,54,56,25 35 39 41 54 56
2026-05-03,53,1,13,19,27,42,56,1 13 19 27 42 56
2026-05-05,54,14,20,31,35,38,39,14 20 31 35 38 39
2026-05-07,55,1,11,20,33,35,47,1 11 20 33 35 47
2026-05-10,56,1,8,31,38,40,56,1 8 31 38 40 56
2026-05-12,57,2,19,28,30,31,37,2 19 28 30 31 37
2026-05-14,58,13,18,35,45,46,50,13 18 35 45 46 50
2026-05-17,59,4,9,11,19,24,26,4 9 11 19 24 26
2026-05-19,60,3,23,27,47,50,53,3 23 27 47 50 53
2026-05-21,61,7,21,23,25,37,51,7 21 23 25 37 51
2026-05-24,62,19,22,28,30,44,46,19 22 28 30 44 46
2026-05-26,63,9,17,38,47,54,58,9 17 38 47 54 58
2026-05-28,64,12,21,23,45,49,55,12 21 23 45 49 55
2026-05-31,65,2,4,13,16,48,58,2 4 13 16 48 58
2026-06-02,66,15,18,20,31,43,56,15 18 20 31 43 56
2026-06-04,67,4,6,7,10,20,28,4 6 7 10 20 28
2026-06-07,68,2,8,21,24,36,47,2 8 21 24 36 47
2026-06-09,69,10,11,35,38,41,57,10 11 35 38 41 57
2026-06-11,70,15,19,30,38,57,60,15 19 30 38 57 60
2026-06-14,71,3,26,27,32,44,46,3 26 27 32 44 46
2026-06-16,72,8,14,23,32,58,60,8 14 23 32 58 60
