year,draw_no,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,n21,n22,numbers
2023,16,4,6,8,12,13,16,17,32,33,37,38,39,42,45,50,51,56,60,62,63,66,71,4 6 8 12 13 16 17 32 33 37 38 39 42 45 50 51 56 60 62 63 66 71
2023,17,3,6,8,9,10,12,14,21,23,24,25,28,31,44,47,48,49,56,67,70,75,76,3 6 8 9 10 12 14 21 23 24 25 28 31 44 47 48 49 56 67 70 75 76
2023,18,3,4,9,13,22,25,26,32,33,35,36,38,40,43,44,50,57,59,60,65,73,77,3 4 9 13 22 25 26 32 33 35 36 38 40 43 44 50 57 59 60 65 73 77
2023,19,1,2,14,21,22,27,33,34,37,38,39,43,47,48,50,51,56,59,62,64,71,79,1 2 14 21 22 27 33 34 37 38 39 43 47 48 50 51 56 59 62 64 71 79
2023,20,3,12,16,17,19,20,23,29,30,31,32,34,38,46,47,52,59,62,64,69,79,80,3 12 16 17 19 20 23 29 30 31 32 34 38 46 47 52 59 62 64 69 79 80
2023,21,3,8,11,12,13,15,16,18,19,25,26,31,34,35,36,41,44,45,52,58,63,69,3 8 11 12 13 15 16 18 19 25 26 31 34 35 36 41 44 45 52 58 63 69
2023,23,4,5,6,11,15,16,17,20,21,25,26,28,45,48,52,55,62,66,70,74,76,78,4 5 6 11 15 16 17 20 21 25 26 28 45 48 52 55 62 66 70 74 76 78
2023,24,9,11,12,13,17,22,25,30,34,37,42,46,48,50,52,58,59,61,69,71,72,76,9 11 12 13 17 22 25 30 34 37 42 46 48 50 52 58 59 61 69 71 72 76
2023,25,2,5,6,10,12,15,17,28,29,39,45,46,49,53,56,58,60,62,64,70,75,80,2 5 6 10 12 15 17 28 29 39 45 46 49 53 56 58 60 62 64 70 75 80
2023,26,2,3,6,7,8,12,13,15,20,25,33,37,38,44,45,47,60,61,64,68,71,73,2 3 6 7 8 12 13 15 20 25 33 37 38 44 45 47 60 61 64 68 71 73
2023,27,1,3,4,8,17,18,21,22,27,28,40,41,45,46,52,54,55,57,60,63,66,72,1 3 4 8 17 18 21 22 27 28 40 41 45 46 52 54 55 57 60 63 66 72
2023,28,2,5,6,10,13,16,17,22,30,35,42,45,48,53,54,55,56,59,64,75,78,80,2 5 6 10 13 16 17 22 30 35 42 45 48 53 54 55 56 59 64 75 78 80
2023,29,4,5,7,9,11,21,27,29,31,36,37,39,41,48,51,53,55,56,59,60,70,74,4 5 7 9 11 21 27 29 31 36 37 39 41 48 51 53 55 56 59 60 70 74
2023,30,13,15,16,18,21,26,28,35,37,38,48,49,50,55,57,64,65,67,68,69,73,80,13 15 16 18 21 26 28 35 37 38 48 49 50 55 57 64 65 67 68 69 73 80
2023,31,1,4,9,12,13,17,19,29,36,38,44,45,46,47,50,59,60,67,69,71,77,80,1 4 9 12 13 17 19 29 36 38 44 45 46 47 50 59 60 67 69 71 77 80
2023,32,2,8,12,13,14,17,31,33,36,37,40,41,48,53,55,58,60,62,66,69,72,77,2 8 12 13 14 17 31 33 36 37 40 41 48 53 55 58 60 62 66 69 72 77
2023,33,2,3,16,24,26,30,37,38,39,40,41,45,53,58,60,62,64,69,72,76,78,79,2 3 16 24 26 30 37 38 39 40 41 45 53 58 60 62 64 69 72 76 78 79
2023,34,1,2,4,11,14,15,18,22,30,32,33,34,36,38,41,43,48,55,61,64,69,79,1 2 4 11 14 15 18 22 30 32 33 34 36 38 41 43 48 55 61 64 69 79
2023,35,11,18,19,25,29,30,41,42,44,46,51,52,57,58,60,61,63,64,72,76,77,79,11 18 19 25 29 30 41 42 44 46 51 52 57 58 60 61 63 64 72 76 77 79
2023,36,6,7,13,16,18,20,30,31,32,35,48,50,51,52,53,56,59,61,62,68,73,78,6 7 13 16 18 20 30 31 32 35 48 50 51 52 53 56 59 61 62 68 73 78
2023,37,1,2,4,9,10,18,23,27,30,50,52,55,56,57,65,66,68,72,73,74,75,80,1 2 4 9 10 18 23 27 30 50 52 55 56 57 65 66 68 72 73 74 75 80
2023,38,6,10,11,14,20,23,42,48,49,52,53,55,58,59,60,61,63,64,69,70,71,74,6 10 11 14 20 23 42 48 49 52 53 55 58 59 60 61 63 64 69 70 71 74
2023,39,2,4,6,9,15,24,28,30,31,32,38,43,46,47,48,56,59,65,66,73,77,80,2 4 6 9 15 24 28 30 31 32 38 43 46 47 48 56 59 65 66 73 77 80
2023,40,5,7,20,24,29,30,31,35,38,43,46,47,51,52,54,57,62,65,66,70,71,74,5 7 20 24 29 30 31 35 38 43 46 47 51 52 54 57 62 65 66 70 71 74
2023,41,2,4,5,13,19,22,29,31,33,36,37,38,43,49,55,58,64,65,70,74,79,80,2 4 5 13 19 22 29 31 33 36 37 38 43 49 55 58 64 65 70 74 79 80
2023,42,4,9,12,22,27,28,29,31,33,34,36,37,38,39,50,54,58,59,65,71,73,79,4 9 12 22 27 28 29 31 33 34 36 37 38 39 50 54 58 59 65 71 73 79
2023,43,1,4,5,6,9,26,27,28,34,40,43,45,50,53,56,58,60,66,67,69,73,77,1 4 5 6 9 26 27 28 34 40 43 45 50 53 56 58 60 66 67 69 73 77
2023,44,1,8,11,12,14,16,18,24,26,34,36,41,42,50,54,57,58,59,64,67,73,78,1 8 11 12 14 16 18 24 26 34 36 41 42 50 54 57 58 59 64 67 73 78
2023,45,1,2,3,11,12,16,27,32,33,40,43,45,49,50,52,57,62,64,73,75,76,77,1 2 3 11 12 16 27 32 33 40 43 45 49 50 52 57 62 64 73 75 76 77
2023,47,4,15,16,20,21,22,28,29,30,33,37,38,39,43,47,50,52,54,57,58,77,79,4 15 16 20 21 22 28 29 30 33 37 38 39 43 47 50 52 54 57 58 77 79
2023,48,2,4,12,15,19,22,24,29,34,36,40,43,44,52,56,60,62,73,75,76,77,79,2 4 12 15 19 22 24 29 34 36 40 43 44 52 56 60 62 73 75 76 77 79
2023,49,7,8,9,16,20,22,27,32,37,39,40,41,52,54,55,62,64,65,67,70,74,75,7 8 9 16 20 22 27 32 37 39 40 41 52 54 55 62 64 65 67 70 74 75
2023,50,2,7,12,14,15,18,20,23,24,42,49,50,52,53,57,63,65,66,67,69,70,79,2 7 12 14 15 18 20 23 24 42 49 50 52 53 57 63 65 66 67 69 70 79
2023,51,4,8,11,12,15,16,27,31,32,33,34,35,36,41,43,44,45,48,56,60,61,76,4 8 11 12 15 16 27 31 32 33 34 35 36 41 43 44 45 48 56 60 61 76
2023,52,3,5,8,13,14,17,20,23,24,27,31,35,39,40,44,47,52,54,59,70,74,78,3 5 8 13 14 17 20 23 24 27 31 35 39 40 44 47 52 54 59 70 74 78
2023,53,1,4,6,7,14,20,22,32,34,36,40,50,53,57,58,62,63,66,70,73,78,79,1 4 6 7 14 20 22 32 34 36 40 50 53 57 58 62 63 66 70 73 78 79
2023,54,1,3,4,7,10,11,12,13,17,21,23,34,46,52,54,57,58,60,63,65,69,80,1 3 4 7 10 11 12 13 17 21 23 34 46 52 54 57 58 60 63 65 69 80
2023,55,8,10,13,15,16,21,22,25,26,29,31,33,35,44,47,51,52,56,57,63,67,79,8 10 13 15 16 21 22 25 26 29 31 33 35 44 47 51 52 56 57 63 67 79
2023,56,1,2,7,12,14,15,17,25,29,33,39,42,49,50,58,60,63,74,75,76,78,79,1 2 7 12 14 15 17 25 29 33 39 42 49 50 58 60 63 74 75 76 78 79
2023,57,6,8,12,13,14,20,24,31,32,35,37,39,46,53,57,59,60,62,66,67,72,80,6 8 12 13 14 20 24 31 32 35 37 39 46 53 57 59 60 62 66 67 72 80
2023,58,8,9,10,11,13,16,25,27,28,30,32,34,38,40,47,49,50,51,55,70,73,74,8 9 10 11 13 16 25 27 28 30 32 34 38 40 47 49 50 51 55 70 73 74
2023,59,1,2,3,11,16,19,21,22,24,29,30,36,37,42,47,51,56,57,61,68,70,71,1 2 3 11 16 19 21 22 24 29 30 36 37 42 47 51 56 57 61 68 70 71
2023,60,8,9,17,20,22,24,26,28,29,31,32,33,35,37,39,53,57,60,65,68,74,77,8 9 17 20 22 24 26 28 29 31 32 33 35 37 39 53 57 60 65 68 74 77
2023,61,3,11,12,13,21,26,38,39,40,42,48,49,50,52,62,64,66,67,69,72,76,78,3 11 12 13 21 26 38 39 40 42 48 49 50 52 62 64 66 67 69 72 76 78
2023,62,4,5,10,13,17,18,24,25,31,32,36,37,39,43,49,52,64,65,69,71,76,78,4 5 10 13 17 18 24 25 31 32 36 37 39 43 49 52 64 65 69 71 76 78
2023,63,5,8,9,10,13,14,25,27,32,34,35,38,42,46,51,52,55,58,60,62,75,77,5 8 9 10 13 14 25 27 32 34 35 38 42 46 51 52 55 58 60 62 75 77
2023,64,2,4,6,12,14,15,16,21,31,32,34,36,37,42,43,50,57,66,67,68,69,73,2 4 6 12 14 15 16 21 31 32 34 36 37 42 43 50 57 66 67 68 69 73
2023,65,2,9,12,14,22,24,25,32,34,39,45,50,52,59,63,66,69,70,71,73,75,80,2 9 12 14 22 24 25 32 34 39 45 50 52 59 63 66 69 70 71 73 75 80
2023,66,2,4,7,11,18,22,26,28,29,38,41,42,47,51,53,54,60,61,63,65,72,78,2 4 7 11 18 22 26 28 29 38 41 42 47 51 53 54 60 61 63 65 72 78
2023,67,1,5,8,12,17,25,26,36,39,47,48,51,52,55,61,62,64,66,69,75,77,79,1 5 8 12 17 25 26 36 39 47 48 51 52 55 61 62 64 66 69 75 77 79
2023,68,8,12,13,14,15,16,17,21,34,39,40,43,48,50,55,57,64,68,69,75,77,79,8 12 13 14 15 16 17 21 34 39 40 43 48 50 55 57 64 68 69 75 77 79
2023,69,3,7,13,18,20,28,37,39,40,43,45,47,48,53,54,56,60,62,65,67,72,73,3 7 13 18 20 28 37 39 40 43 45 47 48 53 54 56 60 62 65 67 72 73
2023,70,5,9,14,24,25,30,31,32,33,37,38,43,47,50,53,54,58,59,63,67,71,79,5 9 14 24 25 30 31 32 33 37 38 43 47 50 53 54 58 59 63 67 71 79
2023,71,4,7,8,10,11,15,26,28,31,32,35,39,42,48,51,53,59,60,61,76,78,80,4 7 8 10 11 15 26 28 31 32 35 39 42 48 51 53 59 60 61 76 78 80
2023,72,1,6,7,8,12,14,19,21,22,26,29,31,37,38,46,48,52,53,54,65,77,79,1 6 7 8 12 14 19 21 22 26 29 31 37 38 46 48 52 53 54 65 77 79
2023,73,2,11,13,15,18,19,26,29,34,35,42,43,44,46,48,54,60,64,67,73,74,78,2 11 13 15 18 19 26 29 34 35 42 43 44 46 48 54 60 64 67 73 74 78
2023,74,10,12,14,15,16,20,21,27,37,39,40,43,44,45,47,54,55,71,72,73,74,76,10 12 14 15 16 20 21 27 37 39 40 43 44 45 47 54 55 71 72 73 74 76
2023,75,1,8,10,11,12,13,16,17,28,33,35,40,41,43,45,49,57,59,62,64,76,78,1 8 10 11 12 13 16 17 28 33 35 40 41 43 45 49 57 59 62 64 76 78
2023,76,5,7,11,14,18,19,23,24,36,39,41,42,44,45,49,54,60,63,65,69,76,77,5 7 11 14 18 19 23 24 36 39 41 42 44 45 49 54 60 63 65 69 76 77
2023,77,3,4,7,16,18,21,22,23,26,27,32,43,46,53,60,64,66,69,71,74,75,77,3 4 7 16 18 21 22 23 26 27 32 43 46 53 60 64 66 69 71 74 75 77
2023,78,2,3,12,15,20,21,24,26,31,34,38,40,42,45,50,51,55,69,70,75,78,79,2 3 12 15 20 21 24 26 31 34 38 40 42 45 50 51 55 69 70 75 78 79
2023,79,3,7,10,13,17,27,31,35,37,42,48,49,50,51,54,58,60,63,70,71,72,77,3 7 10 13 17 27 31 35 37 42 48 49 50 51 54 58 60 63 70 71 72 77
2023,80,3,4,5,7,18,19,23,35,41,44,45,48,50,52,61,63,66,67,69,74,76,80,3 4 5 7 18 19 23 35 41 44 45 48 50 52 61 63 66 67 69 74 76 80
2023,81,3,5,9,10,14,15,19,29,36,39,40,43,48,52,55,61,62,63,67,69,72,80,3 5 9 10 14 15 19 29 36 39 40 43 48 52 55 61 62 63 67 69 72 80
2023,82,6,8,12,14,20,23,28,30,34,36,43,47,49,52,53,56,67,71,72,73,75,78,6 8 12 14 20 23 28 30 34 36 43 47 49 52 53 56 67 71 72 73 75 78
2023,83,2,4,6,11,13,14,16,25,30,33,35,39,41,43,45,47,56,57,61,71,77,78,2 4 6 11 13 14 16 25 30 33 35 39 41 43 45 47 56 57 61 71 77 78
2023,84,7,10,14,16,17,19,26,30,37,38,39,41,43,48,55,59,63,65,70,73,75,77,7 10 14 16 17 19 26 30 37 38 39 41 43 48 55 59 63 65 70 73 75 77
2023,85,3,6,7,9,11,12,13,16,18,19,22,25,33,34,35,54,56,58,62,64,69,80,3 6 7 9 11 12 13 16 18 19 22 25 33 34 35 54 56 58 62 64 69 80
2023,86,8,9,11,12,13,15,16,19,33,37,41,42,46,48,49,51,53,56,59,64,65,73,8 9 11 12 13 15 16 19 33 37 41 42 46 48 49 51 53 56 59 64 65 73
2023,87,2,5,10,14,22,27,28,31,33,36,39,40,41,43,45,46,47,62,67,73,74,79,2 5 10 14 22 27 28 31 33 36 39 40 41 43 45 46 47 62 67 73 74 79
2023,88,3,5,6,12,14,19,29,31,34,37,38,41,43,48,53,54,58,62,63,65,66,80,3 5 6 12 14 19 29 31 34 37 38 41 43 48 53 54 58 62 63 65 66 80
2023,89,2,7,8,9,17,21,34,35,41,43,49,50,51,52,60,62,68,70,73,74,75,80,2 7 8 9 17 21 34 35 41 43 49 50 51 52 60 62 68 70 73 74 75 80
2023,90,1,8,9,10,15,22,29,30,35,36,43,47,48,51,52,54,58,61,65,70,78,79,1 8 9 10 15 22 29 30 35 36 43 47 48 51 52 54 58 61 65 70 78 79
2023,91,5,7,10,12,13,15,16,18,21,34,43,51,53,61,64,66,72,73,75,76,77,79,5 7 10 12 13 15 16 18 21 34 43 51 53 61 64 66 72 73 75 76 77 79
2023,92,9,11,12,17,19,20,21,29,32,34,39,40,43,45,48,54,57,61,64,73,74,76,9 11 12 17 19 20 21 29 32 34 39 40 43 45 48 54 57 61 64 73 74 76
2023,93,6,10,11,17,18,23,25,33,42,44,46,47,48,61,62,63,66,70,71,73,77,80,6 10 11 17 18 23 25 33 42 44 46 47 48 61 62 63 66 70 71 73 77 80
2023,94,1,5,9,11,13,17,21,22,30,33,46,48,50,51,55,61,62,68,73,77,78,79,1 5 9 11 13 17 21 22 30 33 46 48 50 51 55 61 62 68 73 77 78 79
2023,95,1,16,19,26,27,28,30,34,40,46,47,50,55,56,57,60,62,64,74,75,77,78,1 16 19 26 27 28 30 34 40 46 47 50 55 56 57 60 62 64 74 75 77 78
2023,96,3,7,8,11,20,21,29,34,40,42,44,46,49,50,61,64,65,67,69,74,77,79,3 7 8 11 20 21 29 34 40 42 44 46 49 50 61 64 65 67 69 74 77 79
2023,97,4,6,15,19,22,23,26,30,31,37,38,39,44,49,50,51,58,65,73,75,76,80,4 6 15 19 22 23 26 30 31 37 38 39 44 49 50 51 58 65 73 75 76 80
2023,98,3,4,6,7,8,9,17,30,31,33,40,41,42,44,47,55,58,64,72,73,76,78,3 4 6 7 8 9 17 30 31 33 40 41 42 44 47 55 58 64 72 73 76 78
2023,99,2,3,11,17,23,25,30,37,39,40,45,48,49,51,56,59,62,64,69,71,72,78,2 3 11 17 23 25 30 37 39 40 45 48 49 51 56 59 62 64 69 71 72 78
2023,100,1,3,10,15,21,25,26,31,32,37,41,44,47,48,52,53,55,58,63,70,71,75,1 3 10 15 21 25 26 31 32 37 41 44 47 48 52 53 55 58 63 70 71 75
2023,101,7,8,10,14,16,17,21,25,31,33,35,39,42,46,50,51,53,54,59,69,70,73,7 8 10 14 16 17 21 25 31 33 35 39 42 46 50 51 53 54 59 69 70 73
2023,102,2,5,7,14,18,19,20,21,24,25,34,38,39,40,43,46,47,48,50,53,60,67,2 5 7 14 18 19 20 21 24 25 34 38 39 40 43 46 47 48 50 53 60 67
2023,103,9,11,18,20,21,22,23,27,29,30,34,39,40,44,47,52,55,62,68,69,71,72,9 11 18 20 21 22 23 27 29 30 34 39 40 44 47 52 55 62 68 69 71 72
2023,104,4,6,7,9,17,20,21,29,30,34,47,50,51,52,53,60,62,65,69,73,77,80,4 6 7 9 17 20 21 29 30 34 47 50 51 52 53 60 62 65 69 73 77 80
2024,1,3,4,6,12,13,16,24,27,28,29,31,34,35,36,42,47,52,53,59,67,73,74,3 4 6 12 13 16 24 27 28 29 31 34 35 36 42 47 52 53 59 67 73 74
2024,2,9,15,16,19,24,29,34,40,43,46,50,51,57,62,64,66,72,76,77,78,79,80,9 15 16 19 24 29 34 40 43 46 50 51 57 62 64 66 72 76 77 78 79 80
2024,3,6,11,12,14,18,22,26,30,32,35,43,46,49,50,51,53,59,67,70,71,72,74,6 11 12 14 18 22 26 30 32 35 43 46 49 50 51 53 59 67 70 71 72 74
2024,4,1,4,21,23,27,31,33,38,40,45,46,53,59,60,62,65,69,70,71,73,76,78,1 4 21 23 27 31 33 38 40 45 46 53 59 60 62 65 69 70 71 73 76 78
2024,5,5,12,13,18,22,28,31,33,34,35,37,47,54,55,60,61,64,66,67,70,71,75,5 12 13 18 22 28 31 33 34 35 37 47 54 55 60 61 64 66 67 70 71 75
2024,6,5,6,7,10,12,15,19,21,29,39,40,51,55,56,59,62,64,65,67,68,76,77,5 6 7 10 12 15 19 21 29 39 40 51 55 56 59 62 64 65 67 68 76 77
2024,7,1,2,3,4,11,19,20,22,24,25,34,41,44,45,52,57,67,68,69,74,76,79,1 2 3 4 11 19 20 22 24 25 34 41 44 45 52 57 67 68 69 74 76 79
2024,8,3,4,10,16,18,22,29,31,34,45,47,48,54,56,60,61,66,71,72,76,78,79,3 4 10 16 18 22 29 31 34 45 47 48 54 56 60 61 66 71 72 76 78 79
2024,9,11,17,18,24,25,26,27,32,39,46,48,50,52,59,60,63,65,66,67,70,73,77,11 17 18 24 25 26 27 32 39 46 48 50 52 59 60 63 65 66 67 70 73 77
2024,10,2,3,8,9,14,15,17,19,27,28,31,35,41,46,55,65,67,70,73,77,78,80,2 3 8 9 14 15 17 19 27 28 31 35 41 46 55 65 67 70 73 77 78 80
2024,11,1,3,5,8,10,12,15,23,24,33,36,42,52,58,60,62,65,67,71,72,77,80,1 3 5 8 10 12 15 23 24 33 36 42 52 58 60 62 65 67 71 72 77 80
2024,12,7,11,15,16,18,30,32,35,37,39,45,54,55,57,58,59,61,62,66,74,77,78,7 11 15 16 18 30 32 35 37 39 45 54 55 57 58 59 61 62 66 74 77 78
2024,13,5,6,14,16,22,24,26,29,33,34,36,38,45,50,53,54,63,71,72,73,76,77,5 6 14 16 22 24 26 29 33 34 36 38 45 50 53 54 63 71 72 73 76 77
2024,14,9,16,19,28,39,41,42,44,45,46,47,48,49,55,57,58,59,62,65,68,73,75,9 16 19 28 39 41 42 44 45 46 47 48 49 55 57 58 59 62 65 68 73 75
2024,15,1,6,14,15,17,18,21,25,26,27,33,37,42,43,52,66,71,72,73,74,77,79,1 6 14 15 17 18 21 25 26 27 33 37 42 43 52 66 71 72 73 74 77 79
2024,16,1,2,8,11,14,16,18,24,26,29,30,32,39,42,44,52,55,62,65,66,67,80,1 2 8 11 14 16 18 24 26 29 30 32 39 42 44 52 55 62 65 66 67 80
2024,17,4,8,11,13,14,15,28,40,41,42,44,45,46,48,53,63,65,66,69,72,77,79,4 8 11 13 14 15 28 40 41 42 44 45 46 48 53 63 65 66 69 72 77 79
2024,18,11,12,14,21,23,25,32,33,34,35,38,42,49,50,52,53,60,62,76,77,78,79,11 12 14 21 23 25 32 33 34 35 38 42 49 50 52 53 60 62 76 77 78 79
2024,19,5,8,10,12,22,24,26,34,36,38,40,41,45,48,50,51,52,53,61,68,77,78,5 8 10 12 22 24 26 34 36 38 40 41 45 48 50 51 52 53 61 68 77 78
2024,20,3,4,6,13,17,18,22,27,28,31,36,39,40,47,49,54,56,62,63,64,66,74,3 4 6 13 17 18 22 27 28 31 36 39 40 47 49 54 56 62 63 64 66 74
2024,21,1,2,5,7,15,19,20,27,28,29,31,33,36,37,44,46,50,52,70,75,77,79,1 2 5 7 15 19 20 27 28 29 31 33 36 37 44 46 50 52 70 75 77 79
2024,22,1,5,7,9,14,16,21,25,26,28,34,36,41,53,58,59,61,64,65,73,76,80,1 5 7 9 14 16 21 25 26 28 34 36 41 53 58 59 61 64 65 73 76 80
2024,23,1,2,3,7,14,17,21,23,24,29,36,41,44,52,53,56,61,65,75,78,79,80,1 2 3 7 14 17 21 23 24 29 36 41 44 52 53 56 61 65 75 78 79 80
2024,24,1,5,10,16,19,21,22,24,26,28,34,40,43,46,51,53,55,58,61,65,71,72,1 5 10 16 19 21 22 24 26 28 34 40 43 46 51 53 55 58 61 65 71 72
2024,25,11,12,24,25,26,28,30,32,36,37,41,42,44,46,47,48,50,54,59,65,67,70,11 12 24 25 26 28 30 32 36 37 41 42 44 46 47 48 50 54 59 65 67 70
2024,26,4,6,7,9,10,12,13,19,20,26,28,32,36,37,38,42,44,48,53,61,73,74,4 6 7 9 10 12 13 19 20 26 28 32 36 37 38 42 44 48 53 61 73 74
2024,27,3,4,6,8,19,22,30,32,33,34,36,39,40,47,49,53,56,57,65,68,72,74,3 4 6 8 19 22 30 32 33 34 36 39 40 47 49 53 56 57 65 68 72 74
2024,28,16,19,21,22,23,26,28,29,31,34,35,39,44,58,61,62,66,69,70,77,79,80,16 19 21 22 23 26 28 29 31 34 35 39 44 58 61 62 66 69 70 77 79 80
2024,29,2,5,8,13,16,18,27,28,34,36,37,45,47,56,61,62,64,66,69,70,77,80,2 5 8 13 16 18 27 28 34 36 37 45 47 56 61 62 64 66 69 70 77 80
2024,30,2,12,15,19,20,26,27,31,33,34,37,45,48,52,61,67,69,72,74,75,76,78,2 12 15 19 20 26 27 31 33 34 37 45 48 52 61 67 69 72 74 75 76 78
2024,31,3,5,11,13,14,19,22,27,28,30,31,38,39,43,44,53,54,57,60,67,72,73,3 5 11 13 14 19 22 27 28 30 31 38 39 43 44 53 54 57 60 67 72 73
2024,32,1,3,4,13,14,15,20,21,27,31,33,37,42,50,51,57,58,59,60,63,72,75,1 3 4 13 14 15 20 21 27 31 33 37 42 50 51 57 58 59 60 63 72 75
2024,33,9,13,20,22,23,26,30,31,36,41,43,44,46,48,51,56,60,62,65,71,76,78,9 13 20 22 23 26 30 31 36 41 43 44 46 48 51 56 60 62 65 71 76 78
2024,34,3,11,12,17,22,26,27,28,31,36,37,41,43,44,45,53,56,58,60,71,73,77,3 11 12 17 22 26 27 28 31 36 37 41 43 44 45 53 56 58 60 71 73 77
2024,35,6,11,14,15,16,24,27,33,37,39,44,47,48,49,51,53,59,62,69,71,77,78,6 11 14 15 16 24 27 33 37 39 44 47 48 49 51 53 59 62 69 71 77 78
2024,36,8,10,11,13,14,17,18,22,25,28,39,41,48,50,55,58,61,66,73,75,77,79,8 10 11 13 14 17 18 22 25 28 39 41 48 50 55 58 61 66 73 75 77 79
2024,37,3,4,6,12,13,19,24,31,32,34,38,42,43,49,51,57,58,65,67,69,79,80,3 4 6 12 13 19 24 31 32 34 38 42 43 49 51 57 58 65 67 69 79 80
2024,38,2,3,7,8,10,15,16,18,20,21,27,30,37,49,54,58,60,62,65,66,67,78,2 3 7 8 10 15 16 18 20 21 27 30 37 49 54 58 60 62 65 66 67 78
2024,39,1,4,13,14,16,17,20,30,33,37,39,41,42,53,55,56,58,59,62,69,77,80,1 4 13 14 16 17 20 30 33 37 39 41 42 53 55 56 58 59 62 69 77 80
2024,40,1,7,8,9,11,15,16,22,23,25,26,28,38,43,48,50,56,57,69,73,78,79,1 7 8 9 11 15 16 22 23 25 26 28 38 43 48 50 56 57 69 73 78 79
2024,41,3,4,8,9,11,19,21,22,32,37,38,45,49,60,61,65,66,70,73,74,76,77,3 4 8 9 11 19 21 22 32 37 38 45 49 60 61 65 66 70 73 74 76 77
2024,42,4,6,7,8,11,12,16,23,26,28,30,34,35,36,41,50,56,58,59,66,70,75,4 6 7 8 11 12 16 23 26 28 30 34 35 36 41 50 56 58 59 66 70 75
2024,43,6,13,15,18,21,23,25,26,28,29,37,38,39,40,41,45,48,49,50,60,69,78,6 13 15 18 21 23 25 26 28 29 37 38 39 40 41 45 48 49 50 60 69 78
2024,44,3,13,16,17,18,19,22,25,30,35,37,40,48,54,56,58,62,65,68,69,72,77,3 13 16 17 18 19 22 25 30 35 37 40 48 54 56 58 62 65 68 69 72 77
2024,45,5,14,15,16,21,27,28,35,40,41,48,49,52,54,57,61,62,64,65,66,69,77,5 14 15 16 21 27 28 35 40 41 48 49 52 54 57 61 62 64 65 66 69 77
2024,46,1,2,3,4,6,9,19,25,28,30,31,34,36,43,44,47,48,52,53,66,68,73,1 2 3 4 6 9 19 25 28 30 31 34 36 43 44 47 48 52 53 66 68 73
2024,47,6,8,9,10,16,20,22,28,30,31,33,34,43,44,50,52,59,63,64,67,77,79,6 8 9 10 16 20 22 28 30 31 33 34 43 44 50 52 59 63 64 67 77 79
2024,48,3,11,14,15,18,20,24,37,41,52,53,56,58,60,62,63,64,65,71,72,73,79,3 11 14 15 18 20 24 37 41 52 53 56 58 60 62 63 64 65 71 72 73 79
2024,49,5,7,8,12,14,18,19,21,22,24,27,32,34,36,37,40,42,60,68,75,77,79,5 7 8 12 14 18 19 21 22 24 27 32 34 36 37 40 42 60 68 75 77 79
2024,50,7,8,12,13,14,16,18,21,22,27,31,33,34,36,37,38,43,54,62,63,65,70,7 8 12 13 14 16 18 21 22 27 31 33 34 36 37 38 43 54 62 63 65 70
2024,51,2,7,15,19,21,24,25,27,33,34,37,44,47,48,49,54,55,57,64,70,77,79,2 7 15 19 21 24 25 27 33 34 37 44 47 48 49 54 55 57 64 70 77 79
2024,52,5,8,9,11,12,14,20,29,31,36,40,45,50,54,57,59,61,62,66,73,77,78,5 8 9 11 12 14 20 29 31 36 40 45 50 54 57 59 61 62 66 73 77 78
2024,53,1,5,7,12,20,23,27,34,36,40,41,42,48,49,51,58,61,67,68,77,78,79,1 5 7 12 20 23 27 34 36 40 41 42 48 49 51 58 61 67 68 77 78 79
2024,54,1,4,6,7,8,9,14,19,23,29,47,50,53,54,55,60,62,66,67,70,74,78,1 4 6 7 8 9 14 19 23 29 47 50 53 54 55 60 62 66 67 70 74 78
2024,55,1,4,12,17,21,22,31,33,37,42,47,50,51,54,59,68,69,70,73,77,78,79,1 4 12 17 21 22 31 33 37 42 47 50 51 54 59 68 69 70 73 77 78 79
2024,56,8,9,13,17,24,28,30,32,33,35,38,39,44,45,48,50,52,68,75,77,78,80,8 9 13 17 24 28 30 32 33 35 38 39 44 45 48 50 52 68 75 77 78 80
2024,57,1,8,11,13,15,16,19,22,24,27,28,31,39,46,47,48,49,58,60,66,76,80,1 8 11 13 15 16 19 22 24 27 28 31 39 46 47 48 49 58 60 66 76 80
2024,58,3,4,10,13,15,16,17,25,28,29,30,38,40,44,45,51,53,54,57,62,66,67,3 4 10 13 15 16 17 25 28 29 30 38 40 44 45 51 53 54 57 62 66 67
2024,59,2,3,5,6,10,14,17,18,20,28,30,32,36,45,48,53,59,68,70,73,78,79,2 3 5 6 10 14 17 18 20 28 30 32 36 45 48 53 59 68 70 73 78 79
2024,60,4,5,6,9,12,15,20,21,26,28,33,46,47,54,57,60,66,72,74,76,77,79,4 5 6 9 12 15 20 21 26 28 33 46 47 54 57 60 66 72 74 76 77 79
2024,61,4,6,24,26,28,34,37,38,40,41,46,48,56,57,58,59,61,63,64,65,74,77,4 6 24 26 28 34 37 38 40 41 46 48 56 57 58 59 61 63 64 65 74 77
2024,62,3,9,10,12,16,17,26,28,34,37,38,41,44,48,52,53,59,64,65,70,76,78,3 9 10 12 16 17 26 28 34 37 38 41 44 48 52 53 59 64 65 70 76 78
